game_index,player_a,player_b,score_a,elo_a,elo_b,plies
58,MCVS,MAST,1.000,0.0,0.0,110
59,MAST,MCVS,0.000,0.0,0.0,120
60,MCVS,MAST,1.000,0.0,0.0,142
61,MAST,MCVS,0.000,0.0,0.0,136
62,MCVS,MAST,0.500,0.0,0.0,150
63,MAST,MCVS,0.500,0.0,0.0,150
64,MCVS,MAST,1.000,0.0,0.0,130
65,MAST,MCVS,0.000,0.0,0.0,128
66,MCVS,MAST,1.000,0.0,0.0,134
67,MAST,MCVS,0.000,0.0,0.0,88
68,MCVS,MAST,1.000,0.0,0.0,114
69,MAST,MCVS,0.000,0.0,0.0,124
70,MCVS,MAST,1.000,0.0,0.0,130
71,MAST,MCVS,0.000,0.0,0.0,112
72,MCVS,MAST,1.000,0.0,0.0,130
73,MAST,MCVS,0.000,0.0,0.0,132
74,MCVS,MAST,1.000,0.0,0.0,150
75,MAST,MCVS,0.000,0.0,0.0,112
76,MCVS,MAST,1.000,0.0,0.0,118
77,MAST,MCVS,0.000,0.0,0.0,128
78,MCVS,MAST,1.000,0.0,0.0,134
79,MAST,MCVS,0.000,0.0,0.0,140
80,MCVS,MAST,1.000,0.0,0.0,138
81,MAST,MCVS,0.000,0.0,0.0,132
82,MCVS,MAST,1.000,0.0,0.0,102
83,MAST,MCVS,0.000,0.0,0.0,124
84,MCVS,MAST,1.000,0.0,0.0,114
85,MAST,MCVS,0.000,0.0,0.0,140
86,MCVS,MAST,1.000,0.0,0.0,134
87,MAST,MCVS,0.000,0.0,0.0,140
88,MCVS,MAST,1.000,0.0,0.0,138
89,MAST,MCVS,0.000,0.0,0.0,128
90,MCVS,MAST,1.000,0.0,0.0,126
91,MAST,MCVS,0.000,0.0,0.0,128
92,MCVS,MAST,1.000,0.0,0.0,126
93,MAST,MCVS,0.500,0.0,0.0,150
94,MCVS,MAST,1.000,0.0,0.0,110
95,MAST,MCVS,0.000,0.0,0.0,144
96,MCVS,MAST,1.000,0.0,0.0,102
97,MAST,MCVS,0.500,0.0,0.0,150
98,MCVS,MAST,1.000,0.0,0.0,122
99,MAST,MCVS,0.000,0.0,0.0,116
100,MCVS,MAST,1.000,0.0,0.0,142
101,RAVE,MCVS,0.500,0.0,0.0,150
102,MCVS,RAVE,0.500,0.0,0.0,150
103,RAVE,MCVS,0.000,0.0,0.0,112
104,MCVS,RAVE,1.000,0.0,0.0,150
105,RAVE,MCVS,0.000,0.0,0.0,148
106,MCVS,RAVE,0.500,0.0,0.0,150
107,RAVE,MCVS,0.500,0.0,0.0,150
108,MCVS,RAVE,0.500,0.0,0.0,150
109,RAVE,MCVS,0.000,0.0,0.0,144
110,MCVS,RAVE,0.500,0.0,0.0,150
111,RAVE,MCVS,0.000,0.0,0.0,108
112,MCVS,RAVE,1.000,0.0,0.0,134
113,RAVE,MCVS,0.500,0.0,0.0,150
114,MCVS,RAVE,0.500,0.0,0.0,150
115,RAVE,MCVS,0.500,0.0,0.0,150
116,MCVS,RAVE,1.000,0.0,0.0,126
117,RAVE,MCVS,0.000,0.0,0.0,144
118,MCVS,RAVE,0.500,0.0,0.0,150
119,RAVE,MCVS,0.500,0.0,0.0,150
120,MCVS,RAVE,1.000,0.0,0.0,146
121,RAVE,MCVS,0.500,0.0,0.0,150
122,MCVS,RAVE,0.500,0.0,0.0,150
123,RAVE,MCVS,0.500,0.0,0.0,150
124,MCVS,RAVE,1.000,0.0,0.0,138
125,RAVE,MCVS,0.000,0.0,0.0,148
126,MCVS,RAVE,1.000,0.0,0.0,122
127,RAVE,MCVS,0.500,0.0,0.0,150
128,MCVS,RAVE,1.000,0.0,0.0,150
129,RAVE,MCVS,0.500,0.0,0.0,150
130,MCVS,RAVE,0.500,0.0,0.0,150
131,RAVE,MCVS,0.000,0.0,0.0,140
132,MCVS,RAVE,0.500,0.0,0.0,150
133,RAVE,MCVS,0.000,0.0,0.0,132
134,MCVS,RAVE,1.000,0.0,0.0,134
135,RAVE,MCVS,1.000,0.0,0.0,150
136,MCVS,RAVE,1.000,0.0,0.0,138
137,RAVE,MCVS,0.000,0.0,0.0,144
138,MCVS,RAVE,0.500,0.0,0.0,150
139,RAVE,MCVS,0.500,0.0,0.0,150
140,MCVS,RAVE,1.000,0.0,0.0,130
141,RAVE,MCVS,0.500,0.0,0.0,150
142,MCVS,RAVE,0.500,0.0,0.0,150
143,RAVE,MCVS,0.000,0.0,0.0,144
144,MCVS,RAVE,0.500,0.0,0.0,150
145,RAVE,MCVS,0.000,0.0,0.0,132
146,MCVS,RAVE,1.000,0.0,0.0,146
147,RAVE,MCVS,0.500,0.0,0.0,150
148,MCVS,RAVE,1.000,0.0,0.0,130
149,RAVE,MCVS,0.500,0.0,0.0,150
150,MCVS,RAVE,1.000,0.0,0.0,150
