game_index,player_a,player_b,score_a,elo_a,elo_b,plies
49,UCT,MCVS,0.000,0.0,0.0,54
50,MCVS,UCT,1.000,0.0,0.0,15
51,MAST,MCVS,0.000,0.0,0.0,26
52,MCVS,MAST,0.000,0.0,0.0,48
53,MAST,MCVS,0.000,0.0,0.0,36
54,MCVS,MAST,1.000,0.0,0.0,37
55,MAST,MCVS,0.000,0.0,0.0,34
56,MCVS,MAST,1.000,0.0,0.0,21
57,MAST,MCVS,0.000,0.0,0.0,58
58,MCVS,MAST,1.000,0.0,0.0,65
59,MAST,MCVS,1.000,0.0,0.0,75
60,MCVS,MAST,1.000,0.0,0.0,55
61,MAST,MCVS,0.000,0.0,0.0,32
62,MCVS,MAST,0.000,0.0,0.0,56
63,MAST,MCVS,0.000,0.0,0.0,36
64,MCVS,MAST,0.000,0.0,0.0,46
65,MAST,MCVS,0.000,0.0,0.0,40
66,MCVS,MAST,1.000,0.0,0.0,33
67,MAST,MCVS,0.000,0.0,0.0,40
68,MCVS,MAST,0.000,0.0,0.0,56
69,MAST,MCVS,1.000,0.0,0.0,35
70,MCVS,MAST,0.000,0.0,0.0,36
71,MAST,MCVS,1.000,0.0,0.0,41
72,MCVS,MAST,1.000,0.0,0.0,17
73,MAST,MCVS,0.000,0.0,0.0,36
74,MCVS,MAST,1.000,0.0,0.0,53
75,MAST,MCVS,1.000,0.0,0.0,37
76,MCVS,MAST,1.000,0.0,0.0,55
77,MAST,MCVS,1.000,0.0,0.0,41
78,MCVS,MAST,1.000,0.0,0.0,55
79,MAST,MCVS,0.000,0.0,0.0,30
80,MCVS,MAST,1.000,0.0,0.0,45
81,MAST,MCVS,1.000,0.0,0.0,43
82,MCVS,MAST,0.000,0.0,0.0,54
83,MAST,MCVS,0.000,0.0,0.0,32
84,MCVS,MAST,0.000,0.0,0.0,32
85,MAST,MCVS,0.000,0.0,0.0,38
86,MCVS,MAST,0.000,0.0,0.0,42
87,MAST,MCVS,1.000,0.0,0.0,43
88,MCVS,MAST,1.000,0.0,0.0,33
89,MAST,MCVS,1.000,0.0,0.0,47
90,MCVS,MAST,1.000,0.0,0.0,73
91,MAST,MCVS,0.000,0.0,0.0,14
92,MCVS,MAST,0.000,0.0,0.0,78
93,MAST,MCVS,1.000,0.0,0.0,43
94,MCVS,MAST,0.000,0.0,0.0,34
95,MAST,MCVS,1.000,0.0,0.0,33
96,MCVS,MAST,0.000,0.0,0.0,28
97,MAST,MCVS,0.000,0.0,0.0,54
98,MCVS,MAST,0.000,0.0,0.0,62
99,MAST,MCVS,1.000,0.0,0.0,39
100,MCVS,MAST,0.000,0.0,0.0,32
101,RAVE,MCVS,1.000,0.0,0.0,43
102,MCVS,RAVE,0.000,0.0,0.0,46
103,RAVE,MCVS,1.000,0.0,0.0,47
104,MCVS,RAVE,0.000,0.0,0.0,36
105,RAVE,MCVS,1.000,0.0,0.0,17
106,MCVS,RAVE,0.000,0.0,0.0,38
107,RAVE,MCVS,1.000,0.0,0.0,29
108,MCVS,RAVE,0.000,0.0,0.0,20
109,RAVE,MCVS,1.000,0.0,0.0,17
110,MCVS,RAVE,0.000,0.0,0.0,32
111,RAVE,MCVS,1.000,0.0,0.0,25
112,MCVS,RAVE,0.000,0.0,0.0,18
113,RAVE,MCVS,1.000,0.0,0.0,37
114,MCVS,RAVE,0.000,0.0,0.0,14
115,RAVE,MCVS,1.000,0.0,0.0,21
116,MCVS,RAVE,0.000,0.0,0.0,26
117,RAVE,MCVS,1.000,0.0,0.0,31
118,MCVS,RAVE,0.000,0.0,0.0,20
119,RAVE,MCVS,0.000,0.0,0.0,28
120,MCVS,RAVE,0.000,0.0,0.0,24
121,RAVE,MCVS,1.000,0.0,0.0,17
122,MCVS,RAVE,0.000,0.0,0.0,12
123,RAVE,MCVS,1.000,0.0,0.0,25
124,MCVS,RAVE,0.000,0.0,0.0,26
125,RAVE,MCVS,1.000,0.0,0.0,15
126,MCVS,RAVE,0.000,0.0,0.0,16
127,RAVE,MCVS,1.000,0.0,0.0,21
128,MCVS,RAVE,0.000,0.0,0.0,20
129,RAVE,MCVS,1.000,0.0,0.0,27
130,MCVS,RAVE,0.000,0.0,0.0,54
131,RAVE,MCVS,1.000,0.0,0.0,67
132,MCVS,RAVE,0.000,0.0,0.0,32
133,RAVE,MCVS,1.000,0.0,0.0,59
134,MCVS,RAVE,0.000,0.0,0.0,40
135,RAVE,MCVS,1.000,0.0,0.0,61
136,MCVS,RAVE,1.000,0.0,0.0,73
137,RAVE,MCVS,1.000,0.0,0.0,61
138,MCVS,RAVE,1.000,0.0,0.0,35
139,RAVE,MCVS,0.000,0.0,0.0,50
140,MCVS,RAVE,1.000,0.0,0.0,29
141,RAVE,MCVS,0.000,0.0,0.0,44
142,MCVS,RAVE,0.000,0.0,0.0,54
143,RAVE,MCVS,0.000,0.0,0.0,40
144,MCVS,RAVE,1.000,0.0,0.0,65
145,RAVE,MCVS,1.000,0.0,0.0,49
146,MCVS,RAVE,1.000,0.0,0.0,47
147,RAVE,MCVS,1.000,0.0,0.0,41
148,MCVS,RAVE,1.000,0.0,0.0,31
149,RAVE,MCVS,1.000,0.0,0.0,37
150,MCVS,RAVE,0.000,0.0,0.0,48
