game_index,player_a,player_b,score_a,elo_a,elo_b,plies
63,MAST,MCVS,1.000,0.0,0.0,15
64,MCVS,MAST,1.000,0.0,0.0,17
65,MAST,MCVS,0.000,0.0,0.0,19
66,MCVS,MAST,0.000,0.0,0.0,20
67,MAST,MCVS,0.000,0.0,0.0,22
68,MCVS,MAST,1.000,0.0,0.0,17
69,MAST,MCVS,1.000,0.0,0.0,21
70,MCVS,MAST,1.000,0.0,0.0,19
71,MAST,MCVS,1.000,0.0,0.0,19
72,MCVS,MAST,0.000,0.0,0.0,14
73,MAST,MCVS,1.000,0.0,0.0,15
74,MCVS,MAST,1.000,0.0,0.0,19
75,MAST,MCVS,1.000,0.0,0.0,13
76,MCVS,MAST,1.000,0.0,0.0,17
77,MAST,MCVS,0.000,0.0,0.0,16
78,MCVS,MAST,0.000,0.0,0.0,14
79,MAST,MCVS,0.000,0.0,0.0,22
80,MCVS,MAST,0.000,0.0,0.0,22
81,MAST,MCVS,0.000,0.0,0.0,14
82,MCVS,MAST,1.000,0.0,0.0,23
83,MAST,MCVS,1.000,0.0,0.0,17
84,MCVS,MAST,1.000,0.0,0.0,17
85,MAST,MCVS,1.000,0.0,0.0,19
86,MCVS,MAST,0.000,0.0,0.0,20
87,MAST,MCVS,1.000,0.0,0.0,17
88,MCVS,MAST,1.000,0.0,0.0,15
89,MAST,MCVS,0.000,0.0,0.0,14
90,MCVS,MAST,0.000,0.0,0.0,16
91,MAST,MCVS,0.000,0.0,0.0,26
92,MCVS,MAST,1.000,0.0,0.0,17
93,MAST,MCVS,1.000,0.0,0.0,19
94,MCVS,MAST,1.000,0.0,0.0,15
95,MAST,MCVS,0.000,0.0,0.0,18
96,MCVS,MAST,1.000,0.0,0.0,17
97,MAST,MCVS,1.000,0.0,0.0,17
98,MCVS,MAST,1.000,0.0,0.0,13
99,MAST,MCVS,0.000,0.0,0.0,16
100,MCVS,MAST,0.000,0.0,0.0,14
101,RAVE,MCVS,1.000,0.0,0.0,17
102,MCVS,RAVE,0.000,0.0,0.0,18
103,RAVE,MCVS,1.000,0.0,0.0,13
104,MCVS,RAVE,1.000,0.0,0.0,13
105,RAVE,MCVS,1.000,0.0,0.0,32
106,MCVS,RAVE,0.000,0.0,0.0,14
107,RAVE,MCVS,1.000,0.0,0.0,15
108,MCVS,RAVE,0.000,0.0,0.0,14
109,RAVE,MCVS,1.000,0.0,0.0,27
110,MCVS,RAVE,0.000,0.0,0.0,16
111,RAVE,MCVS,1.000,0.0,0.0,13
112,MCVS,RAVE,1.000,0.0,0.0,21
113,RAVE,MCVS,1.000,0.0,0.0,15
114,MCVS,RAVE,1.000,0.0,0.0,23
115,RAVE,MCVS,1.000,0.0,0.0,13
116,MCVS,RAVE,0.000,0.0,0.0,18
117,RAVE,MCVS,1.000,0.0,0.0,18
118,MCVS,RAVE,0.000,0.0,0.0,14
119,RAVE,MCVS,1.000,0.0,0.0,15
120,MCVS,RAVE,1.000,0.0,0.0,19
121,RAVE,MCVS,1.000,0.0,0.0,25
122,MCVS,RAVE,0.000,0.0,0.0,16
123,RAVE,MCVS,1.000,0.0,0.0,15
124,MCVS,RAVE,0.000,0.0,0.0,14
125,RAVE,MCVS,1.000,0.0,0.0,13
126,MCVS,RAVE,1.000,0.0,0.0,13
127,RAVE,MCVS,1.000,0.0,0.0,13
128,MCVS,RAVE,0.000,0.0,0.0,20
129,RAVE,MCVS,1.000,0.0,0.0,13
130,MCVS,RAVE,0.000,0.0,0.0,20
131,RAVE,MCVS,1.000,0.0,0.0,13
132,MCVS,RAVE,1.000,0.0,0.0,25
133,RAVE,MCVS,1.000,0.0,0.0,13
134,MCVS,RAVE,1.000,0.0,0.0,13
135,RAVE,MCVS,1.000,0.0,0.0,16
136,MCVS,RAVE,0.000,0.0,0.0,22
137,RAVE,MCVS,1.000,0.0,0.0,15
138,MCVS,RAVE,0.000,0.0,0.0,14
139,RAVE,MCVS,1.000,0.0,0.0,13
140,MCVS,RAVE,0.000,0.0,0.0,16
141,RAVE,MCVS,1.000,0.0,0.0,27
142,MCVS,RAVE,1.000,0.0,0.0,25
143,RAVE,MCVS,0.000,0.0,0.0,18
144,MCVS,RAVE,0.000,0.0,0.0,22
145,RAVE,MCVS,1.000,0.0,0.0,15
146,MCVS,RAVE,1.000,0.0,0.0,19
147,RAVE,MCVS,1.000,0.0,0.0,31
148,MCVS,RAVE,1.000,0.0,0.0,23
149,RAVE,MCVS,0.000,0.0,0.0,18
150,MCVS,RAVE,0.000,0.0,0.0,14
